ID,ISP,Philippines,Service,Server ID,Server name,Download,Upload,Ping,Packet loss,Download jitter,Upload jitter,Ping jitter,Upload latency high,Upload latency low,Upload latency avg,Download latency high,Download latency low,Download latency avg,Created at
145,PLDT Fibre,Manila,ookla,7415,Smart Communications,618888192,893654408,1.376,0,0.692,1.538,0.284,11.913,1.29,2.276,14.572,1.182,1.666,20/06/2024 10:45
146,PLDT Fibre,Manila,ookla,7167,PLDT,625739312,900537160,1.024,,0.5,3.244,0.057,25.167,2.287,9.71,25.05,0.932,1.516,20/06/2024 11:00
147,PLDT Fibre,Manila,ookla,7167,PLDT,614454144,881339880,1.049,,2.54,8.954,0.289,73.471,4.39,30.158,202.103,1.055,1.505,20/06/2024 11:15
148,PLDT Fibre,Pasig,ookla,7123,PLDT,628291512,612870216,1.548,,2.279,1.008,0.125,37.485,1.134,1.627,203.05,1.095,1.594,20/06/2024 11:30
149,PLDT Fibre,Manila,ookla,7167,PLDT,613091432,854500152,0.974,,2.41,0.868,0.063,14.525,0.976,1.892,202.48,0.928,1.414,20/06/2024 11:45
150,PLDT Fibre,Manila,ookla,7167,PLDT,622942808,679622240,1.432,,2.608,10.693,0.22,228.05,1.095,8.104,202.605,1.008,1.486,20/06/2024 12:00
151,PLDT Fibre,Pasig,ookla,7123,PLDT,618827968,848684496,1.464,,2.611,4.387,0.211,56.973,5.054,23.449,202.865,1.259,1.763,20/06/2024 12:15
152,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",613381568,640611344,1.706,0,0.324,60.547,0.356,480.723,1.327,125.863,5.544,1.413,1.871,20/06/2024 12:30
153,PLDT Fibre,Manila,ookla,7415,Smart Communications,624943624,644599928,1.52,0,1.94,3.183,0.148,207.893,1.297,2.161,204.788,1.159,1.667,20/06/2024 12:45
154,PLDT Fibre,Quezon City,ookla,7131,PLDT,615751144,909995464,1.48,,0.64,6.416,0.195,24.882,1.064,7.247,15.495,0.806,1.298,20/06/2024 13:00
155,PLDT Fibre,Manila,ookla,7167,PLDT,627267240,878367816,1.014,,5.826,2.276,0.08,18.665,0.948,2.786,292.522,1.001,1.597,20/06/2024 13:15
156,PLDT Fibre,Pasig,ookla,7123,PLDT,610082776,921712616,1.473,,0.648,9.043,0.067,126.161,5.02,47.078,28.031,1.147,1.542,20/06/2024 13:30
157,PLDT Fibre,Manila,ookla,7415,Smart Communications,612569936,875922528,1.568,0,3.212,36.69,0.207,217.517,3.352,116.841,209.231,1.188,1.696,20/06/2024 13:45
158,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",612409160,663350264,1.523,0,1.839,29.414,0.127,232.688,2.175,32.116,65.424,1.418,4.18,20/06/2024 14:00
159,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",606198536,654474024,2.002,0,0.638,6.289,0.282,46.111,6.852,36.963,24.425,1.399,1.878,20/06/2024 14:15
160,PLDT Fibre,Manila,ookla,7415,Smart Communications,620443344,658442568,1.484,0,1.827,60.75,0.223,821.869,3.446,250.801,26.119,1.275,2.282,20/06/2024 14:30
161,PLDT Fibre,Manila,ookla,7415,Smart Communications,617734640,439749080,1.273,0,1.967,80.677,0.323,1437.416,1.951,448.715,26.978,1.114,2.083,20/06/2024 14:45
162,PLDT Fibre,Manila,ookla,7167,PLDT,610482128,837317080,1.307,,2.031,2.082,0.227,21.873,1.595,11.394,20.35,1.02,1.793,20/06/2024 15:00
163,PLDT Fibre,Quezon City,ookla,7131,PLDT,611179200,804956000,0.978,,3.412,2.035,0.152,32.415,1.871,7.098,204.753,0.896,2.584,20/06/2024 15:15
164,PLDT Fibre,Pasig,ookla,7123,PLDT,611034176,869495096,1.183,,1.538,2.682,0.109,26.441,3.112,14.741,22.09,1.211,2.28,20/06/2024 15:30
165,PLDT Fibre,Manila,ookla,7167,PLDT,592137904,524058600,1.131,,11.408,18.737,0.212,253.392,0.989,2.362,209.415,1.04,2.47,20/06/2024 15:45
166,PLDT Fibre,Manila,ookla,7167,PLDT,607063320,572062312,1.034,,4.122,13.388,0.188,212.351,0.979,1.648,204.556,1.031,1.74,20/06/2024 16:00
167,PLDT Fibre,Manila,ookla,7415,Smart Communications,602891336,461149696,1.459,0,3.871,9.309,0.243,267.769,2.333,20.447,211.875,1.122,1.983,20/06/2024 16:15
168,PLDT Fibre,Quezon City,ookla,7131,PLDT,602265992,627272888,4.275,,5.886,10.264,2.813,74.366,1.596,19.173,205.598,1.031,3.781,20/06/2024 16:30
169,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",600477936,561119592,1.82,0,1.219,15.029,0.147,355.689,3.393,47.85,15.121,1.473,2.303,20/06/2024 16:45
170,PLDT Fibre,Quezon City,ookla,7131,PLDT,607369712,577596632,1.321,,1.051,45.219,0.743,433.243,1.523,60.332,23.171,0.879,1.807,20/06/2024 17:00
171,PLDT Fibre,Quezon City,ookla,7131,PLDT,605485152,821602752,0.946,,5.234,1.483,0.161,14.614,0.878,5.58,204.942,0.723,1.717,20/06/2024 17:15
172,PLDT Fibre,Pasig,ookla,7123,PLDT,604815112,613828664,1.576,,11.459,15.038,0.689,408.332,1.117,2.337,214.487,1.112,2.573,20/06/2024 17:30
173,PLDT Fibre,Manila,ookla,7167,PLDT,608879808,793767816,1.235,,3.721,3.654,0.126,205.462,1.005,2.765,204.903,1.205,3.852,20/06/2024 17:45
174,PLDT Fibre,Quezon City,ookla,7131,PLDT,608193976,642987384,0.97,,2.486,1.872,0.074,26.548,1.538,7.724,203.079,0.798,1.234,20/06/2024 18:00
175,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",607144432,607369448,1.839,0,0.398,4.492,0.277,44.775,5.404,33.737,4.439,1.383,1.924,20/06/2024 18:15
176,PLDT Fibre,Quezon City,ookla,7131,PLDT,622823440,894736416,0.972,,0.36,4.54,0.053,47.095,1.391,15.551,15.02,0.797,1.206,20/06/2024 18:30
177,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",606238392,636732296,1.914,0,3.441,1.616,0.323,12.418,1.625,1.987,219.737,1.536,1.995,20/06/2024 18:45
178,PLDT Fibre,Manila,ookla,7415,Smart Communications,610260544,761461400,1.71,0,4.788,8.392,0.318,65.232,1.201,28.352,211.455,1.219,1.767,20/06/2024 19:00
179,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",614570608,647911400,1.917,0,0.5,95.955,0.484,2154.719,8.577,979.978,14.243,1.516,2.128,20/06/2024 19:15
180,PLDT Fibre,Manila,ookla,7167,PLDT,603299504,613532968,1.561,,3.44,0.588,0.215,7.75,0.962,1.412,203.601,0.923,1.51,20/06/2024 19:30
181,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",610505456,910218400,1.407,0,0.885,1.512,0.051,23.685,4.869,10.944,15.796,1.466,2.125,20/06/2024 19:45
182,PLDT Fibre,Manila,ookla,7415,Smart Communications,618933824,658517032,1.964,0,0.289,7.966,0.158,68.136,1.836,41.919,5.726,1.231,1.698,20/06/2024 20:00
183,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",601389192,882290024,1.364,0,0.98,6.504,0.099,281.147,4.786,10.434,17.306,1.507,2.567,20/06/2024 20:15
184,PLDT Fibre,Pasig,ookla,7123,PLDT,542286792,796975296,1.15,,4.686,5.699,0.072,209.614,1.398,2.82,207.262,1.301,3.391,20/06/2024 20:30
185,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",608509528,897811256,1.632,0,1.171,6.018,0.195,233.348,4.265,11.634,33.686,1.435,2.253,20/06/2024 20:45
186,PLDT Fibre,Manila,ookla,7415,Smart Communications,599403800,627568936,1.459,0,2.522,2.685,0.092,27.737,1.617,20.463,206.535,1.214,1.784,20/06/2024 21:00
187,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",588958128,898724392,1.61,0,4.29,1.411,0.131,13.925,2.943,9.487,208.725,1.459,2.322,20/06/2024 21:15
188,PLDT Fibre,Manila,ookla,7415,Smart Communications,538488016,588478736,1.13,0,4.081,80.023,0.531,1196.279,1.538,520.632,214.176,1.156,2.431,20/06/2024 21:30
189,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",492811448,907158784,3.094,0,2.371,1.516,0.661,16.912,4.941,9.486,19.024,1.485,4.486,20/06/2024 21:45
190,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",591559248,898829256,2.267,0,1.096,1.413,0.679,29.603,5.793,9.727,17.088,1.531,2.306,20/06/2024 22:00
191,PLDT Fibre,Manila,ookla,7167,PLDT,605568776,884175632,1.43,,8.568,3.38,0.553,20.268,1.48,6.8,216.798,0.929,3.013,20/06/2024 22:15
192,PLDT Fibre,Manila,ookla,7415,Smart Communications,613158736,641512840,1.425,0,0.351,78.993,0.12,941.46,2.608,442.864,11.13,1.221,1.75,20/06/2024 22:30
193,PLDT Fibre,Manila,ookla,7167,PLDT,612529624,918281816,1.009,,0.641,0.925,0.266,10.159,1.099,2.024,21.65,0.98,1.634,20/06/2024 22:45
195,PLDT Fibre,Pasig,ookla,7123,PLDT,619144888,921905616,1.463,,4.742,6.381,0.061,57.157,2.508,20.009,203.178,1.24,1.8,20/06/2024 23:15
196,PLDT Fibre,Manila,ookla,7167,PLDT,624414024,914942584,0.975,,0.335,13.948,0.02,91.27,2.709,19.558,14.518,1.033,1.481,20/06/2024 23:30
197,PLDT Fibre,Pasig,ookla,7123,PLDT,618513864,832854080,1.583,,11.078,5.586,0.316,43.39,1.239,3.381,218.628,1.082,7.172,20/06/2024 23:45
198,PLDT Fibre,Manila,ookla,7415,Smart Communications,613781568,656444104,1.417,0,2.416,75.724,0.123,437.185,1.582,156.491,214.306,1.191,1.788,21/06/2024 0:00
199,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",621773400,660069448,1.97,0,3.103,2.205,0.367,11.413,1.709,2.972,145.229,1.453,1.999,21/06/2024 0:15
200,PLDT Fibre,Manila,ookla,7167,PLDT,613169560,887592432,0.982,,4.455,3.288,0.047,25.016,1.927,8.002,203.087,1.038,1.511,21/06/2024 0:30
201,PLDT Fibre,Manila,ookla,7167,PLDT,607644296,684504968,1.699,,4.081,3.859,0.333,204.297,1.084,2.312,229.633,0.92,1.695,21/06/2024 0:45
203,PLDT Fibre,Pasig,ookla,7123,PLDT,624703008,781992976,1.48,,11.401,59.049,0.015,610.098,2.854,118.289,232.38,1.193,1.723,21/06/2024 1:15
204,PLDT Fibre,Pasig,ookla,7123,PLDT,620733352,614552136,1.49,,2.965,6.525,0.036,207.011,1.094,1.525,224.678,1.22,1.733,21/06/2024 1:30
205,PLDT Fibre,Manila,ookla,7415,Smart Communications,624168512,908398736,1.5,0,2.451,5.519,0.086,217.074,1.409,3.126,207.723,1.258,1.787,21/06/2024 1:45
206,PLDT Fibre,Manila,ookla,7415,Smart Communications,619257008,642330640,1.988,0,2.525,52.931,0.104,361.686,2.472,90.448,207.08,1.321,1.793,21/06/2024 2:00
207,PLDT Fibre,Manila,ookla,7167,PLDT,609945256,769425504,0.991,,16.272,25.322,0.107,277.737,1.071,49.302,236.541,0.933,11.339,21/06/2024 2:15
208,PLDT Fibre,Pasig,ookla,7123,PLDT,598983832,481004640,1.461,,0.362,7.102,0.021,94.358,5.329,45.805,3.099,1.174,1.775,21/06/2024 2:30
209,PLDT Fibre,Manila,ookla,7167,PLDT,622120904,573395640,0.972,,7.815,28.713,0.015,329.368,3.123,60.989,219.998,0.995,1.571,21/06/2024 2:45
211,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",613704824,931980360,1.912,0,0.454,3.838,0.164,29.251,2.827,12.127,19.261,1.448,1.871,21/06/2024 3:15
213,PLDT Fibre,Pasig,ookla,7123,PLDT,618519840,898486744,1.464,,5.015,7.104,0.037,44.33,2.411,13.32,215.442,1.011,1.573,21/06/2024 3:45
214,PLDT Fibre,Pasig,ookla,7123,PLDT,622498960,898968800,1.473,,10.219,7.237,0.059,47.334,1.756,26.729,253.498,1.105,7.241,21/06/2024 4:00
215,PLDT Fibre,Manila,ookla,7415,Smart Communications,615844280,613597752,1.504,0,0.417,0.545,0.092,14.541,1.085,1.471,17.564,1.155,1.646,21/06/2024 4:15
216,PLDT Fibre,Manila,ookla,7415,Smart Communications,621456096,628212896,1.467,0,2.349,22.757,0.172,257.795,1.397,19.431,204.751,1.288,1.823,21/06/2024 4:30
217,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",619530304,663181736,1.918,0,0.781,80.291,0.25,821.54,10.635,349.051,57.399,1.368,2.102,21/06/2024 4:45
219,PLDT Fibre,Manila,ookla,7415,Smart Communications,613403776,853727936,1.467,0,0.751,13.819,0.099,266.16,1.209,8.854,31.138,1.229,1.688,21/06/2024 5:15
220,PLDT Fibre,Manila,ookla,7415,Smart Communications,616296168,638349968,1.531,0,0.641,1.478,0.146,10.804,1.378,2.663,19.544,1.351,1.965,21/06/2024 5:30
221,PLDT Fibre,Manila,ookla,7415,Smart Communications,618310648,745856584,1.506,0,0.386,5.982,0.133,210.641,1.261,3.015,12.026,1.199,1.74,21/06/2024 5:45
223,PLDT Fibre,Manila,ookla,7167,PLDT,611581656,658611960,0.965,,6.156,3.263,0.232,23.824,1.562,19.899,203.776,0.997,1.788,21/06/2024 6:15
225,PLDT Fibre,Manila,ookla,7415,Smart Communications,620573968,885190920,1.479,0,3.124,1.646,0.175,28.302,1.179,2.084,204.125,1.101,1.729,21/06/2024 6:45
227,PLDT Fibre,Pasig,ookla,7123,PLDT,622028048,907739752,1.472,,0.271,0.761,0.053,6.806,1.19,1.884,3.471,1.129,1.64,21/06/2024 7:15
228,PLDT Fibre,Pasig,ookla,7123,PLDT,626328848,830016680,1.472,,5.794,8.277,0.041,209.796,1.247,4.436,220.211,1.113,1.684,21/06/2024 7:30
230,PLDT Fibre,Manila,ookla,7415,Smart Communications,626969360,875228008,1.442,0,0.651,0.574,0.372,9.902,1.175,1.77,35.325,1.156,1.769,21/06/2024 8:00
231,PLDT Fibre,Manila,ookla,7415,Smart Communications,626599280,652324440,1.484,0,0.581,62.048,0.038,377.812,3.256,205.476,29.852,1.295,1.803,21/06/2024 8:15
235,PLDT Fibre,Manila,ookla,7415,Smart Communications,627130616,826980152,1.426,0,0.564,2.575,0.138,15.771,1.338,2.921,27.984,1.18,1.707,21/06/2024 9:15
236,PLDT Fibre,Pasig,ookla,7123,PLDT,619436328,613158408,1.475,,7.597,7.689,0.056,210.989,1.114,1.557,207.759,1.166,1.744,21/06/2024 9:30
237,PLDT Fibre,Manila,ookla,7415,Smart Communications,608607912,892680648,1.482,0,0.93,3.693,0.293,212.811,1.355,3.043,33.258,1.238,1.795,21/06/2024 9:45
238,PLDT Fibre,Pasig,ookla,7123,PLDT,613473544,924766576,1.387,,2.458,0.899,0.092,7.483,1.282,2.277,204.762,1.285,1.777,21/06/2024 10:00
241,PLDT Fibre,Pasig,ookla,7123,PLDT,609299656,613342392,1.059,,0.439,9.561,0.134,416.995,1.173,1.641,15.668,1.198,1.701,21/06/2024 10:45
243,PLDT Fibre,Manila,ookla,7415,Smart Communications,617328424,892087472,1.306,0,0.9,5.846,0.191,118.562,2.723,51.131,23.92,1.265,1.836,21/06/2024 11:15
244,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",613310712,656835384,1.623,0,0.395,1.098,0.132,13.459,1.475,1.779,14.934,1.379,1.933,21/06/2024 11:30
245,PLDT Fibre,Manila,ookla,7415,Smart Communications,613013216,650620984,1.107,0,0.283,0.483,0.096,9.892,1.139,1.57,4.402,1.294,1.72,21/06/2024 11:45
246,PLDT Fibre,Manila,ookla,7415,Smart Communications,619313768,654088080,1.488,0,2.456,72.282,0.202,536.663,3.177,273.265,206.34,1.24,1.75,21/06/2024 12:00
247,PLDT Fibre,Manila,ookla,7415,Smart Communications,612537696,774779728,1.572,0,0.383,37.685,0.145,263.577,2.394,129.012,15.354,1.321,1.766,21/06/2024 12:15
249,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",622579640,660270608,1.627,0,0.762,91.229,0.104,1479.644,9.65,803.315,49.099,1.376,1.945,21/06/2024 12:45
252,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",613823968,619760032,2.072,0,3.927,2.315,0.293,14.579,1.806,3.479,236.949,1.398,2.035,21/06/2024 13:30
254,PLDT Fibre,Manila,ookla,7415,Smart Communications,613468592,909415176,1.476,0,9.899,1.329,0.291,13.458,1.422,2.652,206.672,1.238,2.097,21/06/2024 14:00
255,PLDT Fibre,Makati,ookla,7205,"SMART Communications, Inc.",612632304,932163536,1.785,0,0.475,22.399,0.194,280.498,8.263,46.238,15.488,1.443,1.951,21/06/2024 14:15
257,PLDT Fibre,Manila,ookla,7167,PLDT,611921824,845632928,1.138,,0.479,4.698,0.382,45.794,2.285,21.152,15.263,0.949,1.541,21/06/2024 14:45
258,PLDT Fibre,Manila,ookla,7167,PLDT,610019008,672706248,1.025,,0.482,0.924,0.187,16.63,1.112,1.796,14.172,1,1.53,21/06/2024 15:00
259,PLDT Fibre,Manila,ookla,7167,PLDT,621197672,753865504,1.429,,0.59,40.642,0.166,434.528,1.933,121.506,34.254,1.02,1.558,21/06/2024 15:15
260,PLDT Fibre,Manila,ookla,7167,PLDT,564223328,850363992,5.446,,5.855,6.96,3.111,63.069,1.982,38.776,202.913,1.02,1.536,21/06/2024 15:30
261,PLDT Fibre,Manila,ookla,7167,PLDT,610188592,706728800,0.959,,16.108,0.722,0.123,9.289,1.039,1.382,243.246,0.939,8.635,21/06/2024 15:45
262,PLDT Fibre,Manila,ookla,7167,PLDT,611944016,807498096,1.033,,4.456,43.699,0.182,675.517,1.363,113.065,202.751,1.013,1.553,21/06/2024 16:00
263,PLDT Fibre,Manila,ookla,7167,PLDT,525692456,900840256,0.983,,2.855,4.556,0.063,44.252,1.243,12.75,205.125,1.048,1.52,21/06/2024 16:15
264,PLDT Fibre,Manila,ookla,7415,Smart Communications,550731744,477821272,4.897,0,0.94,67.802,4.444,560.463,3.233,179.882,18.97,1.277,1.913,21/06/2024 16:30
265,PLDT Fibre,Manila,ookla,7167,PLDT,515470472,769753504,0.905,,0.616,14.587,0.112,205.098,0.961,1.669,14.94,0.945,1.482,21/06/2024 16:45
266,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,622796432,613216888,1.847,,5.856,6.002,0.175,210.136,1.087,1.463,226.886,1.217,1.752,21/06/2024 17:00
267,PLDT Fibre,Manila,ookla,7167,PLDT,614463320,678601712,0.996,,2.286,71.667,0.096,814.848,4.37,317.165,203.096,1.062,1.469,21/06/2024 17:15
268,PLDT Fibre,Manila,ookla,7167,PLDT,611227232,913203776,0.998,,0.612,2.271,0.168,25.501,3.738,14.258,15.543,1.049,1.567,21/06/2024 17:30
269,PLDT Fibre,Manila,ookla,7167,PLDT,601674280,875351304,0.979,,7.951,3.449,0.259,21.627,1.607,8.355,203.39,0.956,1.565,21/06/2024 17:45
270,PLDT Fibre,Manila,ookla,7167,PLDT,538935752,497192360,0.976,,2.336,68.47,0.067,1282.817,4.465,282.637,202.301,0.986,1.513,21/06/2024 18:00
271,PLDT Fibre,Manila,ookla,7415,Smart Communications,541256432,590230760,1.599,0,0.525,83.801,0.31,1285.863,2.619,422.971,14.785,1.234,1.783,21/06/2024 18:15
272,PLDT Fibre,Manila,ookla,7167,PLDT,540837256,639846304,1.375,,2.503,18.546,0.149,283.125,1.424,23.993,202.288,0.985,1.578,21/06/2024 18:30
273,PLDT Fibre,Manila,ookla,7167,PLDT,573181400,790014688,0.915,,3.041,12.106,0.185,275.708,4.71,19.06,202.951,1.017,1.577,21/06/2024 18:45
274,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,575660544,595603752,1.639,,0.545,10.508,0.45,277.889,1.332,32.714,14.009,1.124,1.757,21/06/2024 19:00
275,PLDT Fibre,Manila,ookla,7167,PLDT,588724752,909823128,1.089,,0.483,1.573,0.259,15.331,2.733,6.229,10.694,1.035,1.499,21/06/2024 19:15
276,PLDT Fibre,Manila,ookla,7167,PLDT,573782616,838574528,0.922,,2.581,15.155,0.099,258.378,1.227,14.768,203.089,0.906,1.535,21/06/2024 19:30
277,PLDT Fibre,Manila,ookla,7167,PLDT,570147480,844690448,0.908,,5.118,3.57,0.079,13.704,1.053,3.865,205.169,0.934,1.627,21/06/2024 19:45
278,PLDT Fibre,Manila,ookla,7167,PLDT,583444064,625156368,0.987,,2.784,11.768,0.198,211.221,1.077,1.492,202.671,1.06,1.675,21/06/2024 20:00
279,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,580443488,916984544,1.415,,9.603,3.282,0.047,25.165,1.276,9.886,209.176,1.315,1.914,21/06/2024 20:15
280,PLDT Fibre,Manila,ookla,7167,PLDT,559367248,845920632,1.246,,4.323,5.589,0.344,203.907,1.168,2.058,202.722,0.921,1.547,21/06/2024 20:30
281,PLDT Fibre,Manila,ookla,7167,PLDT,457295008,808230888,1.363,,0.708,0.761,0.363,7.977,1.046,1.622,5.595,0.94,1.527,21/06/2024 20:45
282,PLDT Fibre,Manila,ookla,7167,PLDT,575642624,767901552,1.233,,0.531,7.565,1.039,37.621,1.462,13.901,13.039,0.998,1.572,21/06/2024 21:15
283,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,545961848,914112280,1.542,,0.484,18.687,0.742,267.439,3.233,24.429,15.47,1.288,1.812,21/06/2024 21:30
284,PLDT Fibre,Manila,ookla,7167,PLDT,574744928,642558528,1.527,,4.915,60.174,1.119,520.727,2.91,201.822,202.618,0.95,1.537,21/06/2024 21:45
285,PLDT Fibre,Manila,ookla,7167,PLDT,555567800,597142968,1.043,,2.727,70.006,0.195,459.963,1.589,128.315,202.536,1.108,1.566,21/06/2024 22:00
286,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,554956104,659904560,1.35,,2.607,4.503,0.743,49.013,1.953,37.194,210.21,1.221,1.705,21/06/2024 22:15
287,PLDT Fibre,Manila,ookla,7167,PLDT,577967888,613152304,0.951,,2.665,0.713,0.079,7.605,0.995,1.62,214.366,0.972,1.514,21/06/2024 22:30
288,PLDT Fibre,Manila,ookla,7167,PLDT,576058648,808153312,3.273,,2.825,2.466,1.769,16.205,0.898,2.477,203.477,0.981,1.573,21/06/2024 22:45
290,PLDT Fibre,Manila,ookla,7167,PLDT,576687376,853355952,1.393,,2.536,7.786,0.627,207.734,1.184,5.307,207.09,0.991,1.59,21/06/2024 23:15
291,PLDT Fibre,Manila,ookla,7415,Smart Communications,584464896,631987472,1.456,0,0.424,51.795,0.295,398.885,1.664,72.813,15.129,1.179,1.661,21/06/2024 23:30
292,PLDT Fibre,Manila,ookla,7167,PLDT,572208968,913931032,3.356,,4.844,5.876,2.474,33.636,4.015,13.026,203.055,0.97,1.593,21/06/2024 23:45
293,PLDT Fibre,Manila,ookla,7167,PLDT,575805920,819374344,0.991,,0.514,2.418,0.176,17.859,1.068,2.784,16.079,0.95,1.478,22/06/2024 0:00
294,PLDT Fibre,Manila,ookla,7167,PLDT,572033120,470982152,1.423,,5.254,11.753,0.612,309.547,1.087,35.843,211.929,0.974,1.593,22/06/2024 0:15
295,PLDT Fibre,Manila,ookla,7167,PLDT,565992848,900718456,1.212,,2.594,2.985,0.6,18.081,2.332,8.714,209.594,0.957,1.422,22/06/2024 0:30
296,PLDT Fibre,Manila,ookla,7415,Smart Communications,576936160,588625480,1.363,0,0.443,4.45,0.169,210.626,1.239,2.004,13.741,1.194,1.716,22/06/2024 0:45
297,PLDT Fibre,Manila,ookla,7167,PLDT,575724280,457351608,1.176,,1.049,78.314,0.314,963.744,2.857,301.218,19.312,0.995,1.501,22/06/2024 1:00
298,PLDT Fibre,Manila,ookla,7167,PLDT,579691536,612519432,1.258,,0.5,12.077,0.293,211.199,0.951,2.081,13.643,1.086,1.674,22/06/2024 1:15
299,PLDT Fibre,Manila,ookla,7167,PLDT,564630776,584682176,2.719,,2.728,1.395,2.228,11.908,1.1,2.44,202.596,0.95,1.541,22/06/2024 1:30
300,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,580306240,601915480,1.41,,3.361,26.67,0.148,352.859,2.324,36.04,214.05,1.3,1.886,22/06/2024 1:45
301,PLDT Fibre,Manila,ookla,7167,PLDT,564779616,622296792,0.943,,2.553,41.842,0.3,348.055,2.505,74.683,205.676,0.928,1.557,22/06/2024 2:00
302,PLDT Fibre,Manila,ookla,7167,PLDT,570140240,613615832,1.082,,0.491,1.313,0.306,18.444,3.658,11.947,13.687,1.011,1.487,22/06/2024 2:15
303,PLDT Fibre,Manila,ookla,7167,PLDT,572965472,915323936,0.937,,0.507,1.632,0.094,10.006,1.209,3.195,15.357,1.033,1.548,22/06/2024 2:30
304,PLDT Fibre,Manila,ookla,7167,PLDT,559996176,913698304,1.357,,4.723,3.892,0.166,23.008,1.789,9.754,221.894,1.014,1.77,22/06/2024 2:45
305,PLDT Fibre,Manila,ookla,7167,PLDT,623757424,830814432,1.395,,5.983,1.192,0.124,6.474,0.98,2.118,221.603,0.899,1.536,22/06/2024 3:00
306,PLDT Fibre,Manila,ookla,7167,PLDT,612008488,847807936,1.4,,2.586,1.957,0.132,16.894,0.896,2.388,213.534,1.027,1.517,22/06/2024 3:15
307,PLDT Fibre,Manila,ookla,7415,Smart Communications,613384248,906983104,1.388,0,4.453,31.487,0.254,561.188,2.05,93.484,206.03,1.107,1.611,22/06/2024 3:30
308,PLDT Fibre,Manila,ookla,7167,PLDT,614662904,659707528,0.971,,0.387,81.178,0.099,1128.377,3.866,415.457,16.168,0.917,1.507,22/06/2024 3:45
309,PLDT Fibre,Manila,ookla,7167,PLDT,613066728,467743424,1.031,,2.534,1.478,0.402,19.146,1.322,8.869,203.916,1.124,1.747,22/06/2024 4:00
310,PLDT Fibre,Manila,ookla,7167,PLDT,628763424,909264896,1.121,,3.688,1.038,0.291,11.432,1.221,2.685,206.98,0.947,1.504,22/06/2024 4:15
311,PLDT Fibre,Manila,ookla,7167,PLDT,616559360,916100240,1.188,,0.681,0.663,0.313,12.876,1.055,1.688,15.195,0.977,1.627,22/06/2024 4:30
312,PLDT Fibre,Manila,ookla,7167,PLDT,619893280,774874208,1.41,,0.641,6.13,0.116,207.279,0.965,4.24,35.24,0.934,1.526,22/06/2024 4:45
313,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,618816624,646868400,1.433,,0.534,21.202,0.133,157.79,1.636,29.489,30.723,1.187,1.675,22/06/2024 5:00
314,PLDT Fibre,Manila,ookla,7167,PLDT,626745192,814140808,0.971,,4.073,2.152,0.226,37.572,1.196,6.849,218.295,1.024,1.554,22/06/2024 5:15
315,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,612276208,864530192,1.578,,0.875,1.235,0.358,12.262,1.198,1.624,18.391,1.203,1.71,22/06/2024 5:30
316,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,614566104,937171528,1.407,,0.321,28.46,0.073,184.944,2.925,93.23,5.152,1.184,1.697,22/06/2024 5:45
317,PLDT Fibre,Manila,ookla,7167,PLDT,627684104,860254368,1.581,,2.2,4.341,0.26,23.064,1.226,8.475,203.189,0.892,1.444,22/06/2024 6:00
318,PLDT Fibre,Manila,ookla,7167,PLDT,619430560,839910920,1.775,,5.973,3.203,0.212,23.096,3.997,10.081,225.289,0.913,1.644,22/06/2024 6:15
319,PLDT Fibre,Manila,ookla,7167,PLDT,623310952,843284536,1.351,,2.284,11.108,0.353,113.686,1.728,13.909,215.666,0.958,1.528,22/06/2024 6:30
